,applicant_job_title,official_record_job_title,status,rule
4612,senior web designing,trainee data science,True,Rule 6 (Invalid title)
4613,middle arts,mid mechanical engineer,True,Rule 6 (Invalid title)
4614,junior web designing,junior network security engineer,True,Rule 6 (Invalid title)
4615,intern sales,trainee blockchain,True,Rule 6 (Invalid title)
4616,senior web designing,intern health fitness,True,Rule 6 (Invalid title)
4617,lead health fitness,trainee web designing,True,Rule 6 (Invalid title)
4618,jr developer,mid testing,True,Rule 6 (Invalid title)
4619,,middle mechanical engineer,True,Rule 6 (Invalid title)
4620,web designing,trainee health fitness,True,Rule 6 (Invalid title)
4621,senior health fitness,junior database,True,Rule 6 (Invalid title)
4622,intern arts,sr network security engineer,True,Rule 6 (Invalid title)
4623,mid sales,junior operations manager,True,Rule 6 (Invalid title)
4624,sr advocate,trainee health fitness,True,Rule 6 (Invalid title)
4625,sales,jr web designing,True,Rule 6 (Invalid title)
4626,jr n/a,mid web designing,True,Rule 6 (Invalid title)
4627,mid advocate,trainee hr,True,Rule 6 (Invalid title)
4628,mid operations manager,junior testing,True,Rule 6 (Invalid title)
4629,sr testing,junior devops engineer,True,Rule 6 (Invalid title)
4630,developer,mid blockchain,True,Rule 6 (Invalid title)
4631,sales,mid web designing,True,Rule 6 (Invalid title)
4632,junior database,trainee hr,True,Rule 6 (Invalid title)
4633,,middle advocate,True,Rule 6 (Invalid title)
4634,middle data science,intern operations manager,True,Rule 6 (Invalid title)
4635,mid web designing,mid data science,True,Rule 6 (Invalid title)
4636,jr business analyst,senior testing,True,Rule 6 (Invalid title)
4637,jr sales,senior advocate,True,Rule 6 (Invalid title)
4638,middle testing,mid dotnet developer,True,Rule 6 (Invalid title)
4639,jr automation testing,junior developer,True,Rule 6 (Invalid title)
4640,jr hr,trainee testing,True,Rule 6 (Invalid title)
4641,n/a,trainee advocate,True,Rule 6 (Invalid title)
4642,sr testing,junior arts,True,Rule 6 (Invalid title)
4643,jr developer,intern sales,True,Rule 6 (Invalid title)
4644,senior n/a,junior,True,Rule 6 (Invalid title)
4645,middle sales,lead testing,True,Rule 6 (Invalid title)
4646,jr hr,intern business analyst,True,Rule 6 (Invalid title)
4647,health fitness,lead operations manager,True,Rule 6 (Invalid title)
4648,junior blockchain,lead business analyst,True,Rule 6 (Invalid title)
4649,mid testing,junior civil engineer,True,Rule 6 (Invalid title)
4650,sr arts,sr devops engineer,True,Rule 6 (Invalid title)
4651,jr arts,junior devops engineer,True,Rule 6 (Invalid title)
4652,jr arts,jr health fitness,True,Rule 6 (Invalid title)
4653,senior advocate,trainee sales,True,Rule 6 (Invalid title)
4654,junior database,trainee mechanical engineer,True,Rule 6 (Invalid title)
4655,lead database,trainee web designing,True,Rule 6 (Invalid title)
4656,middle web designing,junior blockchain,True,Rule 6 (Invalid title)
4657,senior mechanical engineer,intern,True,Rule 6 (Invalid title)
4658,intern web designing,junior database,True,Rule 6 (Invalid title)
4659,mid blockchain,junior devops engineer,True,Rule 6 (Invalid title)
4660,middle health fitness,trainee,True,Rule 6 (Invalid title)
4661,civil engineer,intern civil engineer,True,Rule 3 (Exact / near match)
4662,jr automation testing,sr automation testing,True,Rule 3 (Exact / near match)
4663,senior hr,lead network security engineer,True,Rule 6 (Invalid title)
4664,jr health fitness,sr business analyst,True,Rule 6 (Invalid title)
4665,intern testing,junior database,True,Rule 6 (Invalid title)
4666,developer,senior database,True,Rule 6 (Invalid title)
4667,health fitness,junior advocate,True,Rule 6 (Invalid title)
4668,mid health fitness,sr mechanical engineer,True,Rule 6 (Invalid title)
4669,mid blockchain,junior data science,True,Rule 6 (Invalid title)
4670,sales,intern sales,True,Rule 3 (Exact / near match)
4671,intern n/a,lead operations manager,True,Rule 6 (Invalid title)
4672,jr,trainee automation testing,True,Rule 6 (Invalid title)
4673,mid sales,intern business analyst,True,Rule 6 (Invalid title)
4674,civil engineer,senior data science,True,Rule 6 (Invalid title)
4675,blockchain,lead data science,True,Rule 6 (Invalid title)
4676,mid web designing,mid health fitness,True,Rule 6 (Invalid title)
4677,intern data science,sr sales,True,Rule 6 (Invalid title)
4678,middle sales,trainee automation testing,True,Rule 6 (Invalid title)
4679,senior n/a,lead,True,Rule 6 (Invalid title)
4680,network security engineer,jr n/a,True,Rule 6 (Invalid title)
4681,intern mechanical engineer,junior n/a,True,Rule 6 (Invalid title)
4682,jr network security engineer,mid blockchain,True,Rule 6 (Invalid title)
4683,intern,lead blockchain,True,Rule 6 (Invalid title)
4684,middle devops engineer,intern blockchain,True,Rule 6 (Invalid title)
4685,mid n/a,lead dotnet developer,True,Rule 6 (Invalid title)
4686,web designing,trainee hr,True,Rule 6 (Invalid title)
4687,jr testing,intern hr,True,Rule 6 (Invalid title)
4688,middle hr,middle devops engineer,True,Rule 6 (Invalid title)
4689,jr database,senior advocate,True,Rule 6 (Invalid title)
4690,mid arts,sr dotnet developer,True,Rule 6 (Invalid title)
4691,senior health fitness,junior blockchain,True,Rule 6 (Invalid title)
4692,middle dotnet developer,trainee n/a,True,Rule 6 (Invalid title)
4693,database,senior hr,True,Rule 6 (Invalid title)
4694,junior developer,lead health fitness,True,Rule 6 (Invalid title)
4695,database,jr operations manager,True,Rule 6 (Invalid title)
4696,middle n/a,trainee blockchain,True,Rule 6 (Invalid title)
4697,intern,trainee hr,True,Rule 6 (Invalid title)
4698,middle devops engineer,trainee health fitness,True,Rule 6 (Invalid title)
4699,sales,intern n/a,True,Rule 6 (Invalid title)
4700,database,senior business analyst,True,Rule 6 (Invalid title)
4701,middle network security engineer,intern blockchain,True,Rule 6 (Invalid title)
4702,devops engineer,junior hr,True,Rule 6 (Invalid title)
4703,sr mechanical engineer,trainee testing,True,Rule 6 (Invalid title)
4704,senior database,intern web designing,True,Rule 6 (Invalid title)
4705,junior automation testing,lead health fitness,True,Rule 6 (Invalid title)
4706,n/a,intern sales,True,Rule 6 (Invalid title)
4707,senior testing,sr business analyst,True,Rule 6 (Invalid title)
4708,jr business analyst,junior health fitness,True,Rule 6 (Invalid title)
4709,junior automation testing,trainee hr,True,Rule 6 (Invalid title)
4710,middle developer,intern database,True,Rule 6 (Invalid title)
4711,mechanical engineer,intern automation testing,True,Rule 6 (Invalid title)
4712,junior testing,lead,True,Rule 6 (Invalid title)
4713,middle testing,intern automation testing,True,Rule 6 (Invalid title)
4714,lead automation testing,trainee dotnet developer,True,Rule 6 (Invalid title)
4715,middle data science,lead network security engineer,True,Rule 6 (Invalid title)
4716,junior arts,trainee mechanical engineer,True,Rule 6 (Invalid title)
4717,sr web designing,lead hr,True,Rule 6 (Invalid title)
4718,lead arts,lead hr,True,Rule 6 (Invalid title)
4719,middle n/a,trainee health fitness,True,Rule 6 (Invalid title)
4720,intern web designing,lead testing,True,Rule 6 (Invalid title)
4721,sr testing,junior network security engineer,True,Rule 6 (Invalid title)
4722,mid blockchain,intern hr,True,Rule 6 (Invalid title)
4723,jr advocate,sr health fitness,True,Rule 6 (Invalid title)
4724,middle dotnet developer,trainee web designing,True,Rule 6 (Invalid title)
4725,junior network security engineer,trainee data science,True,Rule 6 (Invalid title)
4726,intern hr,trainee dotnet developer,True,Rule 6 (Invalid title)
4727,civil engineer,trainee testing,True,Rule 6 (Invalid title)
4728,senior sales,intern automation testing,True,Rule 6 (Invalid title)
4729,mid developer,trainee automation testing,True,Rule 6 (Invalid title)
4730,hr,intern health fitness,True,Rule 6 (Invalid title)
4731,senior civil engineer,lead database,True,Rule 6 (Invalid title)
4732,mid,mid n/a,True,Rule 6 (Invalid title)
4733,junior database,lead web designing,True,Rule 6 (Invalid title)
4734,devops engineer,trainee testing,True,Rule 6 (Invalid title)
4735,intern,trainee civil engineer,True,Rule 6 (Invalid title)
4736,intern blockchain,junior database,True,Rule 6 (Invalid title)
4737,mid devops engineer,sr automation testing,True,Rule 6 (Invalid title)
4738,hr,sr testing,True,Rule 6 (Invalid title)
4739,senior n/a,senior automation testing,True,Rule 6 (Invalid title)
4740,operations manager,sr,True,Rule 6 (Invalid title)
4741,intern web designing,lead dotnet developer,True,Rule 6 (Invalid title)
4742,operations manager,junior arts,True,Rule 6 (Invalid title)
4743,mid hr,sr,True,Rule 6 (Invalid title)
4744,intern civil engineer,intern health fitness,True,Rule 6 (Invalid title)
4745,senior mechanical engineer,middle health fitness,True,Rule 6 (Invalid title)
4746,operations manager,trainee operations manager,True,Rule 3 (Exact / near match)
4747,jr health fitness,intern business analyst,True,Rule 6 (Invalid title)
4748,junior health fitness,trainee business analyst,True,Rule 6 (Invalid title)
4749,senior,sr hr,True,Rule 6 (Invalid title)
4750,sr business analyst,lead blockchain,True,Rule 6 (Invalid title)
4751,health fitness,middle health fitness,True,Rule 3 (Exact / near match)
4752,business analyst,jr blockchain,True,Rule 6 (Invalid title)
4753,senior testing,sr testing,True,Rule 3 (Exact / near match)
4754,junior blockchain,trainee hr,True,Rule 6 (Invalid title)
4755,blockchain,intern civil engineer,True,Rule 6 (Invalid title)
4756,middle network security engineer,mid,True,Rule 6 (Invalid title)
4757,senior arts,lead developer,True,Rule 6 (Invalid title)
4758,jr civil engineer,senior automation testing,True,Rule 6 (Invalid title)
4759,jr sales,lead mechanical engineer,True,Rule 6 (Invalid title)
4760,,senior business analyst,True,Rule 6 (Invalid title)
4761,,trainee blockchain,True,Rule 6 (Invalid title)
4762,middle automation testing,junior dotnet developer,True,Rule 6 (Invalid title)
4763,arts,senior developer,True,Rule 6 (Invalid title)
4764,devops engineer,automation testing,True,Rule 6 (Invalid title)
4765,junior advocate,lead health fitness,True,Rule 6 (Invalid title)
4766,middle automation testing,intern advocate,True,Rule 6 (Invalid title)
4767,senior devops engineer,intern devops engineer,True,Rule 3 (Exact / near match)
4768,automation testing,trainee operations manager,True,Rule 6 (Invalid title)
4769,arts,middle mechanical engineer,True,Rule 6 (Invalid title)
4770,mid hr,junior database,True,Rule 6 (Invalid title)
4771,senior civil engineer,lead arts,True,Rule 6 (Invalid title)
4772,data science,jr n/a,True,Rule 6 (Invalid title)
4773,junior data science,trainee n/a,True,Rule 6 (Invalid title)
4774,mid,lead dotnet developer,True,Rule 6 (Invalid title)
4775,intern database,trainee business analyst,True,Rule 6 (Invalid title)
4776,jr database,senior data science,True,Rule 6 (Invalid title)
4777,middle hr,sr civil engineer,True,Rule 6 (Invalid title)
4778,jr sales,sr sales,True,Rule 3 (Exact / near match)
4779,intern n/a,sr dotnet developer,True,Rule 6 (Invalid title)
4780,jr arts,intern testing,True,Rule 6 (Invalid title)
4781,intern web designing,lead n/a,True,Rule 6 (Invalid title)
4782,senior data science,middle automation testing,True,Rule 6 (Invalid title)
4783,junior civil engineer,lead database,True,Rule 6 (Invalid title)
4784,hr,jr network security engineer,True,Rule 6 (Invalid title)
4785,mid health fitness,junior automation testing,True,Rule 6 (Invalid title)
4786,network security engineer,lead network security engineer,True,Rule 3 (Exact / near match)
4787,business analyst,senior,True,Rule 6 (Invalid title)
4788,jr arts,jr n/a,True,Rule 6 (Invalid title)
4789,jr health fitness,sr operations manager,True,Rule 6 (Invalid title)
4790,mid automation testing,junior sales,True,Rule 6 (Invalid title)
4791,middle mechanical engineer,intern testing,True,Rule 6 (Invalid title)
4792,jr devops engineer,senior sales,True,Rule 6 (Invalid title)
4793,senior web designing,middle data science,True,Rule 6 (Invalid title)
4794,mid web designing,lead database,True,Rule 6 (Invalid title)
4795,trainee sales,trainee hr,True,Rule 6 (Invalid title)
4796,arts,junior n/a,True,Rule 6 (Invalid title)
4797,lead database,trainee sales,True,Rule 6 (Invalid title)
4798,database,dotnet developer,True,Rule 6 (Invalid title)
4799,,junior civil engineer,True,Rule 6 (Invalid title)
4800,trainee sales,trainee database,True,Rule 6 (Invalid title)
4801,middle civil engineer,intern arts,True,Rule 6 (Invalid title)
4802,sr mechanical engineer,trainee database,True,Rule 6 (Invalid title)
4803,network security engineer,middle hr,True,Rule 6 (Invalid title)
4804,jr n/a,trainee web designing,True,Rule 6 (Invalid title)
4805,jr health fitness,mid testing,True,Rule 6 (Invalid title)
4806,senior business analyst,sr database,True,Rule 6 (Invalid title)
4807,middle dotnet developer,junior blockchain,True,Rule 6 (Invalid title)
4808,jr advocate,mid n/a,True,Rule 6 (Invalid title)
4809,mid sales,trainee network security engineer,True,Rule 6 (Invalid title)
4810,arts,intern operations manager,True,Rule 6 (Invalid title)
4811,sr health fitness,junior operations manager,True,Rule 6 (Invalid title)
4812,mid health fitness,trainee,True,Rule 6 (Invalid title)
4813,mid blockchain,intern web designing,True,Rule 6 (Invalid title)
4814,testing,sr devops engineer,True,Rule 6 (Invalid title)
4815,sr sales,lead developer,True,Rule 6 (Invalid title)
4816,sr sales,sr health fitness,True,Rule 6 (Invalid title)
4817,jr blockchain,sr blockchain,True,Rule 3 (Exact / near match)
4818,intern health fitness,trainee advocate,True,Rule 6 (Invalid title)
4819,jr advocate,trainee sales,True,Rule 6 (Invalid title)
4820,jr developer,junior testing,True,Rule 6 (Invalid title)
4821,middle network security engineer,sr web designing,True,Rule 6 (Invalid title)
4822,senior arts,sr blockchain,True,Rule 6 (Invalid title)
4823,mid automation testing,intern health fitness,True,Rule 6 (Invalid title)
4824,senior sales,junior developer,True,Rule 6 (Invalid title)
4825,middle devops engineer,middle health fitness,True,Rule 6 (Invalid title)
4826,lead devops engineer,trainee health fitness,True,Rule 6 (Invalid title)
4827,health fitness,lead health fitness,True,Rule 3 (Exact / near match)
4828,devops engineer,mid,True,Rule 6 (Invalid title)
4829,civil engineer,mid,True,Rule 6 (Invalid title)
4830,intern web designing,sr testing,True,Rule 6 (Invalid title)
4831,mid sales,mid civil engineer,True,Rule 6 (Invalid title)
4832,advocate,health fitness,True,Rule 6 (Invalid title)
4833,health fitness,senior blockchain,True,Rule 6 (Invalid title)
4834,hr,mid testing,True,Rule 6 (Invalid title)
4835,senior sales,middle hr,True,Rule 6 (Invalid title)
4836,middle web designing,middle civil engineer,True,Rule 6 (Invalid title)
4837,lead sales,trainee business analyst,True,Rule 6 (Invalid title)
4838,mid automation testing,junior civil engineer,True,Rule 6 (Invalid title)
4839,senior blockchain,junior dotnet developer,True,Rule 6 (Invalid title)
4840,middle mechanical engineer,junior testing,True,Rule 6 (Invalid title)
4841,sr,sr n/a,True,Rule 6 (Invalid title)
4842,testing,intern database,True,Rule 6 (Invalid title)
4843,intern blockchain,sr health fitness,True,Rule 6 (Invalid title)
4844,jr testing,lead blockchain,True,Rule 6 (Invalid title)
4845,sr web designing,trainee business analyst,True,Rule 6 (Invalid title)
4846,jr health fitness,intern mechanical engineer,True,Rule 6 (Invalid title)
4847,intern mechanical engineer,trainee testing,True,Rule 6 (Invalid title)
4848,web designing,senior network security engineer,True,Rule 6 (Invalid title)
4849,middle health fitness,junior database,True,Rule 6 (Invalid title)
4850,mid sales,intern advocate,True,Rule 6 (Invalid title)
4851,civil engineer,jr civil engineer,True,Rule 3 (Exact / near match)
4852,senior hr,middle database,True,Rule 6 (Invalid title)
4853,senior hr,junior business analyst,True,Rule 6 (Invalid title)
4854,devops engineer,middle testing,True,Rule 6 (Invalid title)
4855,senior,junior automation testing,True,Rule 6 (Invalid title)
4856,senior database,senior dotnet developer,True,Rule 6 (Invalid title)
4857,intern n/a,lead devops engineer,True,Rule 6 (Invalid title)
4858,intern network security engineer,junior hr,True,Rule 6 (Invalid title)
4859,lead automation testing,lead mechanical engineer,True,Rule 6 (Invalid title)
4860,middle n/a,mid n/a,True,Rule 3 (Exact / near match)
4861,jr devops engineer,mid,True,Rule 6 (Invalid title)
4862,intern mechanical engineer,lead sales,True,Rule 6 (Invalid title)
4863,intern data science,intern hr,True,Rule 6 (Invalid title)
4864,middle mechanical engineer,junior data science,True,Rule 6 (Invalid title)
4865,senior mechanical engineer,intern testing,True,Rule 6 (Invalid title)
4866,intern sales,sr network security engineer,True,Rule 6 (Invalid title)
4867,mid business analyst,junior health fitness,True,Rule 6 (Invalid title)
4868,sr blockchain,trainee testing,True,Rule 6 (Invalid title)
4869,mid,lead hr,True,Rule 6 (Invalid title)
4870,senior blockchain,mid advocate,True,Rule 6 (Invalid title)
4871,jr,trainee data science,True,Rule 6 (Invalid title)
4872,middle automation testing,intern developer,True,Rule 6 (Invalid title)
4873,jr automation testing,middle business analyst,True,Rule 6 (Invalid title)
4874,senior automation testing,junior hr,True,Rule 6 (Invalid title)
4875,senior mechanical engineer,middle mechanical engineer,True,Rule 3 (Exact / near match)
4876,middle network security engineer,mid sales,True,Rule 6 (Invalid title)
4877,middle testing,trainee testing,True,Rule 3 (Exact / near match)
4878,intern health fitness,trainee arts,True,Rule 6 (Invalid title)
4879,intern testing,junior dotnet developer,True,Rule 6 (Invalid title)
4880,senior web designing,lead mechanical engineer,True,Rule 6 (Invalid title)
4881,middle n/a,trainee network security engineer,True,Rule 6 (Invalid title)
4882,mid sales,mid network security engineer,True,Rule 6 (Invalid title)
4883,jr business analyst,senior hr,True,Rule 6 (Invalid title)
4884,senior arts,trainee testing,True,Rule 6 (Invalid title)
4885,jr automation testing,lead blockchain,True,Rule 6 (Invalid title)
4886,middle civil engineer,intern testing,True,Rule 6 (Invalid title)
4887,middle mechanical engineer,intern database,True,Rule 6 (Invalid title)
4888,middle hr,mid dotnet developer,True,Rule 6 (Invalid title)
4889,jr developer,sr health fitness,True,Rule 6 (Invalid title)
4890,junior arts,junior civil engineer,True,Rule 6 (Invalid title)
4891,senior operations manager,middle n/a,True,Rule 6 (Invalid title)
4892,middle database,trainee blockchain,True,Rule 6 (Invalid title)
4893,intern automation testing,trainee data science,True,Rule 6 (Invalid title)
4894,,trainee web designing,True,Rule 6 (Invalid title)
4895,middle hr,intern developer,True,Rule 6 (Invalid title)
4896,health fitness,jr sales,True,Rule 6 (Invalid title)
4897,senior n/a,lead network security engineer,True,Rule 6 (Invalid title)
4898,senior data science,junior n/a,True,Rule 6 (Invalid title)
4899,lead advocate,trainee database,True,Rule 6 (Invalid title)
4900,health fitness,junior automation testing,True,Rule 6 (Invalid title)
4901,intern hr,trainee blockchain,True,Rule 6 (Invalid title)
4902,mid database,lead blockchain,True,Rule 6 (Invalid title)
4903,senior hr,trainee operations manager,True,Rule 6 (Invalid title)
4904,sr web designing,sr database,True,Rule 6 (Invalid title)
4905,jr web designing,mid network security engineer,True,Rule 6 (Invalid title)
4906,jr civil engineer,middle sales,True,Rule 6 (Invalid title)
4907,jr dotnet developer,lead arts,True,Rule 6 (Invalid title)
4908,database,middle network security engineer,True,Rule 6 (Invalid title)
4909,senior n/a,trainee testing,True,Rule 6 (Invalid title)
4910,sr n/a,lead business analyst,True,Rule 6 (Invalid title)
4911,senior testing,lead mechanical engineer,True,Rule 6 (Invalid title)
4912,sr hr,lead network security engineer,True,Rule 6 (Invalid title)
4913,jr testing,lead web designing,True,Rule 6 (Invalid title)
4914,jr blockchain,trainee data science,True,Rule 6 (Invalid title)
4915,sr health fitness,junior web designing,True,Rule 6 (Invalid title)
4916,jr sales,trainee sales,True,Rule 3 (Exact / near match)
4917,junior automation testing,lead n/a,True,Rule 6 (Invalid title)
4918,senior dotnet developer,intern arts,True,Rule 6 (Invalid title)
4919,senior database,intern,True,Rule 6 (Invalid title)
4920,mid automation testing,sr network security engineer,True,Rule 6 (Invalid title)
4921,middle,middle n/a,True,Rule 6 (Invalid title)
4922,senior database,lead sales,True,Rule 6 (Invalid title)
4923,mid blockchain,junior automation testing,True,Rule 6 (Invalid title)
4924,senior n/a,middle database,True,Rule 6 (Invalid title)
4925,senior database,junior advocate,True,Rule 6 (Invalid title)
4926,jr devops engineer,sr data science,True,Rule 6 (Invalid title)
4927,n/a,jr advocate,True,Rule 6 (Invalid title)
4928,intern,junior blockchain,True,Rule 6 (Invalid title)
4929,mid business analyst,trainee health fitness,True,Rule 6 (Invalid title)
4930,middle devops engineer,trainee hr,True,Rule 6 (Invalid title)
4931,sales,mid,True,Rule 6 (Invalid title)
4932,hr,middle blockchain,True,Rule 6 (Invalid title)
4933,mid operations manager,trainee automation testing,True,Rule 6 (Invalid title)
4934,senior,lead hr,True,Rule 6 (Invalid title)
4935,web designing,lead advocate,True,Rule 6 (Invalid title)
4936,junior arts,trainee advocate,True,Rule 6 (Invalid title)
4937,junior,trainee,True,Rule 3 (Exact / near match)
4938,,business analyst,True,Rule 6 (Invalid title)
4939,sr civil engineer,trainee blockchain,True,Rule 6 (Invalid title)
4940,mid n/a,lead,True,Rule 6 (Invalid title)
4941,junior network security engineer,lead testing,True,Rule 6 (Invalid title)
4942,middle dotnet developer,mid arts,True,Rule 6 (Invalid title)
4943,middle arts,junior testing,True,Rule 6 (Invalid title)
4944,jr hr,middle blockchain,True,Rule 6 (Invalid title)
4945,senior civil engineer,mid web designing,True,Rule 6 (Invalid title)
4946,senior operations manager,lead automation testing,True,Rule 6 (Invalid title)
4947,sr,sr testing,True,Rule 6 (Invalid title)
4948,intern health fitness,lead n/a,True,Rule 6 (Invalid title)
4949,sr arts,trainee advocate,True,Rule 6 (Invalid title)
4950,senior advocate,trainee arts,True,Rule 6 (Invalid title)
4951,jr automation testing,intern business analyst,True,Rule 6 (Invalid title)
4952,jr health fitness,trainee arts,True,Rule 6 (Invalid title)
4953,database,sr developer,True,Rule 6 (Invalid title)
4954,mid network security engineer,intern database,True,Rule 6 (Invalid title)
4955,jr,lead n/a,True,Rule 6 (Invalid title)
4956,senior advocate,junior database,True,Rule 6 (Invalid title)
4957,jr civil engineer,mid hr,True,Rule 6 (Invalid title)
4958,senior operations manager,intern operations manager,True,Rule 3 (Exact / near match)
4959,mid data science,lead developer,True,Rule 6 (Invalid title)
4960,sr dotnet developer,sr testing,True,Rule 6 (Invalid title)
4961,middle business analyst,mid hr,True,Rule 6 (Invalid title)
4962,senior arts,senior blockchain,True,Rule 6 (Invalid title)
4963,middle blockchain,lead testing,True,Rule 6 (Invalid title)
4964,middle n/a,sr advocate,True,Rule 6 (Invalid title)
4965,jr health fitness,trainee data science,True,Rule 6 (Invalid title)
4966,middle blockchain,lead advocate,True,Rule 6 (Invalid title)
4967,senior advocate,mid testing,True,Rule 6 (Invalid title)
4968,devops engineer,intern database,True,Rule 6 (Invalid title)
4969,arts,trainee hr,True,Rule 6 (Invalid title)
4970,mid dotnet developer,junior,True,Rule 6 (Invalid title)
4971,middle n/a,junior civil engineer,True,Rule 6 (Invalid title)
4972,junior data science,trainee automation testing,True,Rule 6 (Invalid title)
4973,,jr health fitness,True,Rule 6 (Invalid title)
4974,jr automation testing,intern n/a,True,Rule 6 (Invalid title)
4975,jr health fitness,senior blockchain,True,Rule 6 (Invalid title)
4976,intern network security engineer,trainee health fitness,True,Rule 6 (Invalid title)
4977,mid testing,lead health fitness,True,Rule 6 (Invalid title)
4978,jr arts,senior automation testing,True,Rule 6 (Invalid title)
4979,senior testing,sr devops engineer,True,Rule 6 (Invalid title)
4980,senior automation testing,trainee health fitness,True,Rule 6 (Invalid title)
4981,jr testing,mid arts,True,Rule 6 (Invalid title)
4982,middle developer,intern n/a,True,Rule 6 (Invalid title)
4983,mid developer,trainee arts,True,Rule 6 (Invalid title)
4984,database,advocate,True,Rule 6 (Invalid title)
4985,health fitness,sr mechanical engineer,True,Rule 6 (Invalid title)
4986,lead health fitness,trainee n/a,True,Rule 6 (Invalid title)
4987,automation testing,middle business analyst,True,Rule 6 (Invalid title)
4988,middle blockchain,lead blockchain,True,Rule 3 (Exact / near match)
4989,intern developer,junior blockchain,True,Rule 6 (Invalid title)
4990,mid,sr health fitness,True,Rule 6 (Invalid title)
4991,mid blockchain,trainee sales,True,Rule 6 (Invalid title)
4992,sr web designing,junior dotnet developer,True,Rule 6 (Invalid title)
4993,jr business analyst,trainee health fitness,True,Rule 6 (Invalid title)
4994,middle database,lead arts,True,Rule 6 (Invalid title)
4995,operations manager,senior n/a,True,Rule 6 (Invalid title)
4996,developer,jr sales,True,Rule 6 (Invalid title)
4997,intern hr,lead advocate,True,Rule 6 (Invalid title)
4998,junior health fitness,lead,True,Rule 6 (Invalid title)
4999,jr,senior testing,True,Rule 6 (Invalid title)
5000,senior dotnet developer,senior blockchain,True,Rule 6 (Invalid title)
5001,mid hr,lead mechanical engineer,True,Rule 6 (Invalid title)
5002,intern database,intern operations manager,True,Rule 6 (Invalid title)
5003,middle blockchain,lead operations manager,True,Rule 6 (Invalid title)
5004,intern database,trainee network security engineer,True,Rule 6 (Invalid title)
5005,hr,junior blockchain,True,Rule 6 (Invalid title)
5006,intern business analyst,junior hr,True,Rule 6 (Invalid title)
5007,intern web designing,trainee data science,True,Rule 6 (Invalid title)
5008,database,network security engineer,True,Rule 6 (Invalid title)
5009,middle arts,mid devops engineer,True,Rule 6 (Invalid title)
5010,middle automation testing,junior mechanical engineer,True,Rule 6 (Invalid title)
5011,middle sales,lead blockchain,True,Rule 6 (Invalid title)
5012,n/a,mid network security engineer,True,Rule 6 (Invalid title)
5013,mid arts,sr blockchain,True,Rule 6 (Invalid title)
5014,sr database,sr data science,True,Rule 6 (Invalid title)
5015,senior dotnet developer,middle dotnet developer,True,Rule 3 (Exact / near match)
5016,middle n/a,junior advocate,True,Rule 6 (Invalid title)
5017,middle sales,trainee data science,True,Rule 6 (Invalid title)
5018,senior n/a,junior mechanical engineer,True,Rule 6 (Invalid title)
5019,civil engineer,sr civil engineer,True,Rule 3 (Exact / near match)
5020,senior n/a,middle devops engineer,True,Rule 6 (Invalid title)
5021,,middle hr,True,Rule 6 (Invalid title)
5022,senior health fitness,mid n/a,True,Rule 6 (Invalid title)
5023,mid web designing,sr arts,True,Rule 6 (Invalid title)
5024,database,senior arts,True,Rule 6 (Invalid title)
5025,senior developer,mid database,True,Rule 6 (Invalid title)
5026,mid testing,sr,True,Rule 6 (Invalid title)
5027,middle sales,sr sales,True,Rule 3 (Exact / near match)
5028,sr sales,lead advocate,True,Rule 6 (Invalid title)
5029,mid network security engineer,sr testing,True,Rule 6 (Invalid title)
5030,intern civil engineer,sr blockchain,True,Rule 6 (Invalid title)
5031,testing,senior sales,True,Rule 6 (Invalid title)
5032,middle network security engineer,lead n/a,True,Rule 6 (Invalid title)
5033,middle,junior developer,True,Rule 6 (Invalid title)
5034,network security engineer,junior hr,True,Rule 6 (Invalid title)
5035,mid sales,junior network security engineer,True,Rule 6 (Invalid title)
5036,n/a,lead testing,True,Rule 6 (Invalid title)
5037,hr,mid mechanical engineer,True,Rule 6 (Invalid title)
5038,jr developer,trainee blockchain,True,Rule 6 (Invalid title)
5039,middle n/a,sr devops engineer,True,Rule 6 (Invalid title)
5040,middle business analyst,intern database,True,Rule 6 (Invalid title)
5041,middle database,mid health fitness,True,Rule 6 (Invalid title)
5042,jr n/a,middle testing,True,Rule 6 (Invalid title)
5043,senior n/a,junior automation testing,True,Rule 6 (Invalid title)
5044,jr developer,sr hr,True,Rule 6 (Invalid title)
5045,senior sales,intern devops engineer,True,Rule 6 (Invalid title)
5046,mid developer,trainee web designing,True,Rule 6 (Invalid title)
5047,middle network security engineer,trainee hr,True,Rule 6 (Invalid title)
5048,mid data science,mid operations manager,True,Rule 6 (Invalid title)
5049,intern n/a,junior health fitness,True,Rule 6 (Invalid title)
5050,jr dotnet developer,senior automation testing,True,Rule 6 (Invalid title)
5051,jr blockchain,intern web designing,True,Rule 6 (Invalid title)
5052,jr automation testing,sr health fitness,True,Rule 6 (Invalid title)
5053,jr arts,mid data science,True,Rule 6 (Invalid title)
5054,senior advocate,intern database,True,Rule 6 (Invalid title)
5055,lead hr,lead mechanical engineer,True,Rule 6 (Invalid title)
5056,civil engineer,intern sales,True,Rule 6 (Invalid title)
5057,automation testing,jr data science,True,Rule 6 (Invalid title)
5058,senior,lead network security engineer,True,Rule 6 (Invalid title)
5059,middle business analyst,junior health fitness,True,Rule 6 (Invalid title)
5060,middle testing,trainee arts,True,Rule 6 (Invalid title)
